ID,Timestamp,Contents,Attachments
938235181146452014,2022-02-02 00:51:38.752000+00:00,One wouldn't imagine that all this food is fresh every day. Just not possible. **WARNING- More dead fish. Lots. **,https://cdn.discordapp.com/attachments/806614781083516958/938235180789932042/SPOILER_unknown.png
938234920747294750,2022-02-02 00:50:36.668000+00:00,Fish markets are weird places. **WARNING- Dead fish**,https://cdn.discordapp.com/attachments/806614781083516958/938234920390754304/SPOILER_unknown.png
938234680170389575,2022-02-02 00:49:39.310000+00:00,"Old piece of advice: Don't buy fish on Monday. So, this is an old story that you shouldn't buy fresh fish on Monday as it is unlikely that the fish seller has gotten fresh fish in over the weekend. 
This is most likely not great advice. The fishing industry is essentially 24/7 nowadays, and shipments can come in to modern supermarkets whenever. In dealing with seafood sellers, I've found that a few of them had specific delivery times on Saturdays and Mondays most frequently. So in my own experience it's not really great advice. 
Not to mention that even when the saying originated you had a pretty good chance of getting not fresh seafood whenever you went. There's no real way to tell outside of asking when the fish arrived at market or was caught. So not shopping on Monday does not save you from bad seafood. Bad seafood is everywhere and all the time.
Have a good February!",
937866051469865031,2022-02-01 00:24:51.379000+00:00,Downtown Aquarium Denver. This actually used to be a pretty cool aquarium before Landry's bought it. Now it's a bit of a nightmare.,https://cdn.discordapp.com/attachments/806614781083516958/937866050983301150/unknown.png
937865716122648576,2022-02-01 00:23:31.426000+00:00,I didn't even mention their gambling enterprises. Hummmm,https://cdn.discordapp.com/attachments/806614781083516958/937865715904557067/unknown.png
937865511058960444,2022-02-01 00:22:42.535000+00:00,The nightmare of Landry's brands.,https://cdn.discordapp.com/attachments/806614781083516958/937865510832455770/unknown.png
937865347158134845,2022-02-01 00:22:03.458000+00:00,"Okay, this is tangential to fish, but here we go. I wanna talk about the privately held Landry's, Inc. According to their website, they own and operate more than 600 restaurants, hotels, casinos and ""entertainment destinations"". So cool. As far as seafood places it is the second largest behind only Red Lobster. They are currently owned by Tilman Fertitta, a multibillionaire. 
If you live in the US, chances are you live near a location they own. As far as food places go, they own: Del Frisco's, Mastro's Restaurants, Morton's The Steakhouse, The Palm, Strip House, Vic & Anthony's Steakhouse, Bubba Gump Shrimp Company, Claim Jumper, Houlihan's, Joe's Crab Shack (I don't know if they still own this one I don't think so?), McCormick & Schmick's, Rainforest Cafe, Saltgrass Steak House, Atlantic Grill, Grand Concourse, Jake's Famous Crawfish, Babbin's Seafood House, The Boathouse, Blue Fin Seafood, . Of course, they also own Landry's. Honestly, they own so many more but I don't really want to list them anymore. 
Anyway, the reason why I wanted to bring them up is that their food places often feature fish! Many of their places have large fish displays, which you probably know if you've ever been into a Rainforest Cafe. They have their hands deep in the fish industry. Landry's owns the ""Aquarium Restaurant"" chain, which includes some pretty big players in the Aquarium industry, including the Downtown Aquariums in Denver, Colorado and Houston, Texas. Also, they have locations in Kemah, Texas and Nashville Tennessee. 
So those that know me or who have been reading fish facts for a while know that I am at least slightly in favor of Aquariums. My personal opinion is that they do a great job of connecting people to animals that otherwise would feel distant and alien. That connection allows them to move towards conservation of those animals and the waters they live in. That gets complicated though when you look at a leviathan like Landry's Inc. 
These aquariums are for-profit. The end goal is usually to make money. I think that frequently that can get in the way of conservation messaging. Especially when you are more concerned with selling seafood than showing the sea animals. That's my opinion though! Who knows?",
937526521181134848,2022-01-31 01:55:41.050000+00:00,"One time a ball did crack the acrylic, but no real damage was done.",https://cdn.discordapp.com/attachments/806614781083516958/937526520916897872/marlins-fish.png
937526367514402816,2022-01-31 01:55:04.413000+00:00,The old fish tank in Miami.,https://cdn.discordapp.com/attachments/806614781083516958/937526367082381322/bU8QqF6YGMWsEYrfb59cRk.png
937526272949624832,2022-01-31 01:54:41.867000+00:00,A baseball falling into the ray Habitat.,https://cdn.discordapp.com/attachments/806614781083516958/937526272668622868/maxresdefault.png
937526165193756732,2022-01-31 01:54:16.176000+00:00,Some of the rays in Tampa.,https://cdn.discordapp.com/attachments/806614781083516958/937526164933738546/hqdefault.png
937525991054671902,2022-01-31 01:53:34.658000+00:00,"Okay, briefly, there's two big Florida sports fish I want to bring up. At one point, there was a giant fish habitat that went all the way around the Miami Marlins baseball stadium. It was controversial, as many worried that the windows would break, or that the sound and vibrations would injure the fish. The windows are not a concern, they were made of acrylic plastic, easily able to withstand a baseball hit even by a pro. Sound however is an issue, as it likely can at least cause stress in fish. The fish and tanks were removed in 2021, without a reason given. My guess is that it wasn't for the health of the fish, fish and habitats are extremely expensive to maintain, and likely required staff specifically for the care. I think they removed them to save money.
There is also a fish tank in the Tampa Bay Rays baseball stadium, holding what look like cownose rays. Sometimes balls fall into the tank as home runs. They may have not come back after the pandemic though, they did not show for the 2020 season, and I can't find info for 2021 or 2022, my guess is that they didn't come back. It was likely a good excuse to reduce costs.",
937145621226336276,2022-01-30 00:42:07.424000+00:00,Some people dislike them because they look like worms or snakes.,https://cdn.discordapp.com/attachments/806614781083516958/937145620957921358/Erpetoichthys_calabaricus.png
937145537386414111,2022-01-30 00:41:47.435000+00:00,Here's one!,https://cdn.discordapp.com/attachments/806614781083516958/937145536820162611/Akwa19_reedfish.png
937145490141753374,2022-01-30 00:41:36.171000+00:00,"Reedfish! They are part of the Bichir family, but cuter and smaller (max 37 cm (15 in))! They are native to west central Africa, and like their relatives can breath air if they have to. 
They hang out in shallow swamps and hot rivers, surviving due to their ability to breath air. They are at risk though, Palm oil plantations destroy their habitat and make water sources polluted. They are taken for the aquarium trade due to their small size and cool appearance. They aren't super easy to keep though, they will get into everything they can and gladly jump from their habitat if they can.",
936733362457022585,2022-01-28 21:23:57.274000+00:00,"Here's the region! 
And because the IUCN likes to be cited: NatureServe 2013. Etheostoma percnurum. The IUCN Red List of Threatened Species. Version 2021-3",https://cdn.discordapp.com/attachments/806614781083516958/936733361853059092/unknown.png
936732734263537774,2022-01-28 21:21:27.501000+00:00,Here's the darter!,https://cdn.discordapp.com/attachments/806614781083516958/936732733680545843/Etheostoma_percnurum.png
936732587550986300,2022-01-28 21:20:52.522000+00:00,"While I'm on the region, I do want to talk a bit about one other species, the Duskytail Darter. They are found in only one place in the world, mostly in Virginia, USA but a bit in Tennessee. Really just one body of water, Copper Creek. Copper Creek flows into another river, and then in to the Tennessee River, a very complicated ecological region. 
The population sits in a weird area, at high risk for industrial and agricultural pollution. However, the species is protected across its range. Clean water acts could be helping, but the species hasn't been assessed since 2011 so who really knows what is going on with them.",
936364994809978911,2022-01-27 21:00:11.583000+00:00,"Ohio hasn't published info on the longhead yet, but New York does. You can see there's only one river where it looks like the population is still going strong.",https://cdn.discordapp.com/attachments/806614781083516958/936364994445070386/unknown.png
936364524842414110,2022-01-27 20:58:19.534000+00:00,Here's the fish!,https://cdn.discordapp.com/attachments/806614781083516958/936364524175515758/unknown.png
936364433305919569,2022-01-27 20:57:57.710000+00:00,"Another fish news! So there's a fish called the longhead darter that is found only in the Ohio River basin. It used to be found from mid-Ohio all the way up the river and its tributaries, as far as North Carolina and New York. Like most darters, (see darter fact) they are sensitive to pollution and human activities, and that pushed them out of the western part of their range, and they hadn't been seen in Ohio itself for many years. This is likely due to industrial pollution. 
The fish were last seen in Ohio in 1939, since then they were believed to be extirpated from the region, locally extinct but still alive elsewhere. BUT good news! Just this year there were fish captured in Ohio, meaning that they have returned to their habitat. There was one captured near Stratton, OH. 
This is almost certainly the effect of the Clean Water Act of 1972, and a harsh reminder of how long habitats take to recover. Protecting aquatic habitats is hard, and often requires harsh laws to prevent industrial pollution.",
936037967376556062,2022-01-26 23:20:42.167000+00:00,"Here's Granddad, Rest in Peace old friend.",https://cdn.discordapp.com/attachments/806614781083516958/936037966915186738/unknown.png
936037592057671730,2022-01-26 23:19:12.684000+00:00,She sits at about 4 feet long. Pretty average for a lungfish.,https://cdn.discordapp.com/attachments/806614781083516958/936037591487234079/unknown.png
936037495475421234,2022-01-26 23:18:49.657000+00:00,"Here's one of her caregivers giving her a ""Belly rub"" which apparently she enjoys. (I question the veracity of this claim but who am I to judge)",https://cdn.discordapp.com/attachments/806614781083516958/936037495064391740/unknown.png
936037291519012925,2022-01-26 23:18:01.030000+00:00,Here's Methuselah in her habitat.,https://cdn.discordapp.com/attachments/806614781083516958/936037291204419654/unknown.png
936037191388393553,2022-01-26 23:17:37.157000+00:00,"More fish in the news! My google recommendations are just chock full of fish articles so I've gotta mention one every once in awhile. Let's talk about Methuselah, (probably) the oldest fish in human care! 
Methuselah is a lungfish that lives at California Academy of Sciences in San Francisco, CA, USA.  Methuselah arrived from Australia, which makes sense, as she is an Australian Lungfish (I've talked about these guys in past facts, lungfish are pretty cool). She arrived at the Academy of Sciences in 1938, just 7 years after our not friend and famous racist David Starr Jordan (see his fact for more info) died in the same city. Her actual age is unknown, but she has been there for 83 years. I'm using female pronouns for Methuselah, as those are what her keepers use, but even they admit that they don't really know. They have sent scales off to test for sex and see if exact age can be determined. 
The past record for oldest fish in human care was held by Granddad, another Australia lungfish, who had been collected in 1933. Granddad lived at the Shedd Aquarium in Chicago IL, USA, and arrived there for the ""A Century of Progress International Exposition"" which was held there in 1933. Granddad died in 2017, passing the oldest fish torch to Methuselah. 
Methuselah was named after the Bible character, known for being the longest lived mentioned in the bible, 969 years. According to the fun articles written about her Methuselah enjoys eating figs and even some direct contact and touching from her keepers. Lungfish are estimated to live to about 100 in the wild, so she's on the upper end of her lifespan, but may have a few good years left.",
935735440261152838,2022-01-26 03:18:34.082000+00:00,Preserved shark brains.,https://cdn.discordapp.com/attachments/806614781083516958/935735440009490492/HLS-yopak-image001-3.png
935735328038346812,2022-01-26 03:18:07.326000+00:00,A shark brain with the Cerebellum highlighted.,https://cdn.discordapp.com/attachments/806614781083516958/935735327795081226/Porbeagle_shark_brain.png
935735240285106186,2022-01-26 03:17:46.404000+00:00,A salmon brain diagram! It's missing the diencephalon as it would be below the view of the image.,https://cdn.discordapp.com/attachments/806614781083516958/935735240033443880/Fish_brain.png
935735073494433803,2022-01-26 03:17:06.638000+00:00,"Fish generally have small brains relative to body size compared with other vertebrates, typically about (0.06 per cent) the brain mass of a similarly sized bird or mammal, although that is not always true. Most fish brains are composed of around 5ish lobes! From the front of the brain to the back, they are usually the olfactory lobe(s), diencephalon, telencephalon, optic lobe(s), cerebellum, and myelencephalon. Each part serves a different role (we think)! 
The olfactory lobe probably receives and processes signals from the olfactory nerves, so mostly taste/smell. Diencephalon does some hormone stuff and regulates homeostasis. The telencephalon is still a bit of a mystery, and may have something to do with social behavior as its larger and more pronounced in fish that are social. The Optic nerve deals with all things eye. Cerebellum is weird and complicated, likely doing many different things all at once. It for sure has something to do with electrical senses though, as we can see it used when those senses are used in the fish that have them. The Myelencephalon controls some muscles, and seems to play a big part in respiration and osmoregulation. 
Fish brains are pretty cool and are supper odd, though you can see some similarities to even the mammal or human brain!",
935315381340487703,2022-01-24 23:29:24.231000+00:00,"I should mention that this works with basically any animal, although the larger the animal the harder it is to do simply because of cost and time.",https://cdn.discordapp.com/attachments/806614781083516958/935315381269168208/4bc254117fffc67ba53d636c82abd00a.png
935315102553489488,2022-01-24 23:28:17.763000+00:00,"Rays, as a cartilaginous fish have very little calcified bone structure, meaning that you don't see much red in them!",https://cdn.discordapp.com/attachments/806614781083516958/935315102264074280/little-skate-horizontal.png
935314889059237908,2022-01-24 23:27:26.862000+00:00,Some of them can end up sorta looking more like art than real life.,https://cdn.discordapp.com/attachments/806614781083516958/935314888635609118/2Q.png
935314743919538186,2022-01-24 23:26:52.258000+00:00,A cleared and stained specimen.,https://cdn.discordapp.com/attachments/806614781083516958/935314743466537000/cumv-cleared-and-stained-image-original-2018_1_orig.png
935314587090313306,2022-01-24 23:26:14.867000+00:00,"Let's talk Clearing and staining! So this is a pretty common thing that is done for preserved fish. It creates some really cool specimens that allows you to examine some parts that would usually be impossible to see. 
Step one is to remove as much as possible. If you're focusing on something like bones, you want to remove large organs like the eyes and guts. Then you get rid of ALL the water. Like as much as you can. Usually this is done with a soak in something like 95% ethanol. Then a stain is applied. Common dyes include alizarin red which binds to calcium to dye bones, and Alcian blue which dyes cartilage blue. 
Then you gotta get rid of the tissue, the ""clearing"" part. So often trypsin is used, trypsin is the same stuff that many vertebrates (including you) have in their digestive system to help break things down. Trypsin breaks down most proteins, but leaves one of the most important, collagen. Collagen is structural, so the shape of the fish is maintained, even though all of the color breaks down and is dissolved. Leaving behind basically just Jell-O in a perfect fish shape. 
Once the process is done, you usually store the specimen in glycerin, which has the same refractive index as collagen, which makes is basically disappear. This process is important, as it shows the 3D arrangement of bones inside of the animal. It's helped with differentiation of species, telling one from the other. It's also helped a lot with biomechanics, how different parts move between each other.",
934981197476548638,2022-01-24 01:21:28.589000+00:00,"Ernst H. Weber, a scary lookin' dude. He lived to 82, pretty old for someone born in 1795.",https://cdn.discordapp.com/attachments/806614781083516958/934981197283590144/Ernst_Heinrich_Weber.png
934981101003362374,2022-01-24 01:21:05.588000+00:00,A sketch of the side of a fish's head and the swim bladder.,https://cdn.discordapp.com/attachments/806614781083516958/934981100676218922/FMIB_51826_Weberian_apparatus_and_air-bladder_of_Carp.png
934980974616387605,2022-01-24 01:20:35.455000+00:00,"Weberian apparatus! So this one is a bit obscure, but is often used by fish people to blind with science, so If you're ever listening to people who are trying to make themselves seem smart you can outsmart them! So the Weberian apparatus is just a connecting structure from the ear to the swim bladder in some fish. Sometimes you'll hear people call them Weberian ossicles, and that's because it's mostly made of bone. 
The purpose is to amplify hearing. The swim bladder is used almost like a big drum that vibrates as sound moves through the water. As that happens the vibrations are moved though the Weberian ossicles and to the sensory organs of the ear. 
The name comes from Ernst Heinrich Weber, a German (well holy roman at the time) physician/basically everything else who first described them! He was a real weird guy with some odd thoughts.",
934527730551242852,2022-01-22 19:19:33.649000+00:00,Ice Shanties in Quebec.,https://cdn.discordapp.com/attachments/806614781083516958/934527730077290506/unknown.png
934527638314303548,2022-01-22 19:19:11.658000+00:00,"A person ice fishing in a competition in Minnesota, USA.",https://cdn.discordapp.com/attachments/806614781083516958/934527637408317481/unknown.png
934527487776534558,2022-01-22 19:18:35.767000+00:00,"A fisher cutting a hole to fish, you can see a hand auger, and he's using an ice saw.",https://cdn.discordapp.com/attachments/806614781083516958/934527487315165274/unknown.png
934527345023406231,2022-01-22 19:18:01.732000+00:00,"A kakivak, a fishing spear used by Native Americans and First Peoples.",https://cdn.discordapp.com/attachments/806614781083516958/934527342443905114/unknown.png
934527119009148969,2022-01-22 19:17:07.846000+00:00,"Okay, ice fishing! So in many parts of the world, especially in North America, the ice that covers lakes offers a new opportunity to fish. The fish are often more willing to take bait, and you can get your fishing equipment to places that'd be hard to get to otherwise.  
This has turned into a whole thing. Native Americans and First Peoples would use spears and clubs to catch fish after breaking the ice with axes. Nowadays, ice fishing is mostly done by hook and line. An auger, usually gas-powered drills a hole in the ice and a fisherman drops some sort of bait down into the water. Sometimes an ice saw is used to make a bigger hole. Usually this is some sort of Jig, which is moved around in the water too look like something living, or a Tip-Up, which suspends bait in the water without even needing a human there. 
Many places have huts or shelters that will be placed around the ice holes, these are usually simple and used to keep warm, but some are extremely complex and include bedrooms and even bathrooms. Some shelters are only tents. As it is usually very cold, it's important to keep your fishing hole from freezing over. There's a tool usually called a skimmer that is used to break up and remove ice on the hole before it gets too thick, but below about -20 F (-29 C) it becomes almost impossible.
Ice fishing does have quite a few dangers! Obviously falling through the ice is a big issue. It's recommended never to go out onto ice thinner than 4 inches, (10 cm). It's recommended to be 7–12 in thick (18–30 cm) for light cars, and 14–16 inches (36–41 cm) for full-sized trucks. Sometimes huge chunks of ice break off and can float away, stranding fishers. Warm spells can cause ice to weaken, making it easy to fall through. If a fishing hut isn't properly set up, carbon monoxide can build up inside it too.",
934237123534545006,2022-01-22 00:04:47.537000+00:00,"The Golden Skiffa, who may have a chance now?",https://cdn.discordapp.com/attachments/806614781083516958/934237123194810429/unknown.png
934236857502404618,2022-01-22 00:03:44.110000+00:00,"The Ameca River, the old home of the Tequila fish.",https://cdn.discordapp.com/attachments/806614781083516958/934236856982306836/unknown.png
934236593588412466,2022-01-22 00:02:41.188000+00:00,Male and Female Tequila Fish.,https://cdn.discordapp.com/attachments/806614781083516958/934236592057487410/unknown.png https://cdn.discordapp.com/attachments/806614781083516958/934236592988635156/unknown.png
934236407935926323,2022-01-22 00:01:56.925000+00:00,"So this is a fairly developing story, so I dunno if things are weird as the story develops. 
So the Tequila fish is a small live bearing fish related to the splitfins. The name does not come from the ability to swim in the booze, they are actually quite sensitive to pollution. They are only native to a small area in Central Mexico, they were thought to live in rivers, and even then, only the Ameca River basin. They are named after the Tequila 
 volcano that sits nearby. Unfortunately, the past tense of that last bit gives away the bad news. The fish was essentially extinct in the wild. They were no longer found in the rivers they used to live in, and were thought to be completely gone until a small pool was found with about 50 individuals in it. They were likely killed off by introduced species, pollution, and habitat destruction. 
Before they vanished, they were taken by aquarists, hobbyists and professional researchers alike. The population was maintained, and has recently been re-introduced to the Teuchitlán River in Jalisco, and seems to be doing well, and growing! The population was introduced in late 2020 though, so the story can change so fast. A recent study on the newly released fish showed that almost all of them shared more than half of their genetics, meaning that inbreeding and the problems associated with that will likely be a problem soon, if not now. 
BUT, if this works, then it could be a blueprint for other fish species that are gone in the wild. If the Tequila fish could survive after being gone from the river for over 20 years, then maybe the Golden Skiffa, a close relative also native to the Rio Teuchitlán, could come back too!  There's many a golden Skiffa in Aquariums, Zoos, and private collections just waiting to return if it's safe.",
933801607072735272,2022-01-20 19:14:12.321000+00:00,A pet Koi chilling out under ice.,https://cdn.discordapp.com/attachments/806614781083516958/933801606858821642/unknown.png
933801430668697621,2022-01-20 19:13:30.263000+00:00,"Alright this image made me mad. Are you Joking?! That's  a goliath grouper under the ice, a warm water ocean species. Why do graphic artists do this to fish?!",https://cdn.discordapp.com/attachments/806614781083516958/933801429951455242/unknown.png
933801103349407795,2022-01-20 19:12:12.224000+00:00,"Fish under ice! This one may be a bit short, but I do want to bring it up as it's a problem that I've seen. So in many freshwater lakes in the far North and far South, as well as some rivers, the winter months bring a thick layer of ice. This covers the surface of the lake. 
That layer of ice does not go all the way down. The deeper you go, the less likely the water is to freeze. The ice insulates the water below it, and the pressure prevents it from freezing easily. That makes sure the fish below the ice don't freeze. If a body of water is small enough to freeze all the way through it won't support fish life. 
The ecosystem does not rely on the surface for survival, while there is less food after the lake is sealed off with ice, there is still input of energy from the sun, and the fish often will pre-prepare all summer and spring, gaining weight to survive for winter. They still eat all winter, catching anything they can. 
Another thing I've heard is that fish will die because there is no oxygen exchange from the air. While I'm happy that someone remembers that fish require oxygen, they forgot something important. Cold water holds more oxygen than warm water, so even without the exchange of oxygen, they still are doing just fine.",
933453262596747314,2022-01-19 20:10:00.526000+00:00,"Everyone's favorite chart, Radiation of cartilaginous fishes!!! It shows groups that died out, and the ones that still live to today! The wideness of the branch refers to number of species in the group.",https://cdn.discordapp.com/attachments/806614781083516958/933453262139576330/unknown.png
933452965761663027,2022-01-19 20:08:49.755000+00:00,"Alright, I try to avoid these facts but I've already sank below the level that I think saying a few things is necessary. So this fact is gonna be a bit boring, but I've said too much not to mention some of these vocabulary words.
So the group of cartilaginous fishes is called Chondrichthyes. It includes all sharks, rays, and if you remember from many facts ago, the chimaeras. Oftentimes it is contrasted with the Osteichthyes, the boney fish. 
Chondrichthyes is a class, and it is split into two subclasses, Elasmobranchii and Holocephali. Elasmobranchii is sharks and rays, Holocephali is the chimaeras. You may have seen or heard me refer to a shark or a ray as an Elasmobranch, that's why. It's not really that descriptive of a term, but it's a common one. 
Often Elasmobranchii  is divided into 3ish superorders. Galean
sharks (superorder Galeomorphii) includes Orectolobiformes, Lamniformes, Heterodontiformes, and Carcharhiniformes.  The rest of the sharks are called Squalomorph sharks (superorder Squalomorphii). The rays, for some reason, are usually just called rays (sometimes superorder Batoidea). 
Geebus that's a lot of garbage, and it doesn't even go into the cladistics of extinct Chondrichthyes! I felt like I needed to mention that info because if you're ever talking to a shark biologist they immediately start tossing those terms at you.",
933048883834142830,2022-01-18 17:23:09.116000+00:00,"A common torpedo, you can see the areas where the electric organ are located!",https://cdn.discordapp.com/attachments/806614781083516958/933048883611832370/unknown.png
933048705983070298,2022-01-18 17:22:26.713000+00:00,A sketch showing the location of the electric organs in rays.,https://cdn.discordapp.com/attachments/806614781083516958/933048705781760020/unknown.png
933048615935553567,2022-01-18 17:22:05.244000+00:00,A preserved lesser electric ray.,https://cdn.discordapp.com/attachments/806614781083516958/933048615625166868/unknown.png
